EpiRR Ordering,EpiRR,Biospecimen Disease,Broad Biospecimen Label,Broad Colour,Intermediate Biospecimen Label,Intermediate Colour,Curated Biospecimen Label
1389,IHECRE00002520.1,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD4 Helper
1390,IHECRE00002537.1,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD4 Helper
1391,IHECRE00002641.1,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD4 Helper
1392,IHECRE00002241.1,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD4 Helper
1393,IHECRE00002272.1,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD4 Helper
1394,IHECRE00002447.1,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD4 Helper
1395,IHECRE00002665.1,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD4 Helper
1396,IHECRE00002705.1,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD4 Helper
1397,IHECRE00000971.6,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD4 Helper
1398,IHECRE00001036.6,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD4 Helper
1399,IHECRE00000035.3,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD8 Helper
1400,IHECRE00000076.3,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD8 Helper
1401,IHECRE00000133.3,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD8 Helper
1402,IHECRE00000022.3,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD8 Helper
1403,IHECRE00000179.3,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD8 Helper
1404,IHECRE00000264.2,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD8 Helper
1405,IHECRE00001459.1,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD8 Helper
1406,IHECRE00000187.3,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD8 Helper
1407,IHECRE00001034.7,Healthy/None,T lymphocyte,"182,26,57",T cell,"182,26,57",T-Cell Naive CD8 Helper
1408,IHECRE00000049.3,Healthy/None,natural killer cell,"195,49,107",natural killer cell,"195,49,107",Natural Killer Cell
1409,IHECRE00000142.3,Healthy/None,natural killer cell,"195,49,107",natural killer cell,"195,49,107",Natural Killer Cell
1410,IHECRE00000054.3,Healthy/None,natural killer cell,"195,49,107",natural killer cell,"195,49,107",Natural Killer Cell
1411,IHECRE00001453.1,Healthy/None,natural killer cell,"195,49,107",natural killer cell,"195,49,107",Natural Killer Cell
1412,IHECRE00000180.3,Healthy/None,natural killer cell,"195,49,107",natural killer cell,"195,49,107",Natural Killer Cell
1413,IHECRE00000024.3,Healthy/None,natural killer cell,"195,49,107",natural killer cell,"195,49,107",Natural Killer Cell
1414,IHECRE00000979.6,Healthy/None,natural killer cell,"195,49,107",natural killer cell,"195,49,107",Natural Killer Cell
1415,IHECRE00002808.1,Healthy/None,natural killer cell,"195,49,107",natural killer cell,"195,49,107",Natural Killer Cell
1416,IHECRE00002809.1,Healthy/None,natural killer cell,"195,49,107",natural killer cell,"195,49,107",Natural Killer Cell
1417,IHECRE00002810.1,Healthy/None,natural killer cell,"195,49,107",natural killer cell,"195,49,107",Natural Killer Cell
1418,IHECRE00000315.2,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1419,IHECRE00001410.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1420,IHECRE00000348.2,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1421,IHECRE00001436.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1422,IHECRE00000260.2,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1423,IHECRE00001554.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1424,IHECRE00000339.2,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1425,IHECRE00003830.4,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1426,IHECRE00001238.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1427,IHECRE00001482.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1428,IHECRE00001557.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1429,IHECRE00003829.4,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1430,IHECRE00001239.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1431,IHECRE00001288.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1432,IHECRE00003833.4,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1433,IHECRE00000053.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1434,IHECRE00000270.2,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1435,IHECRE00001339.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1436,IHECRE00001473.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1437,IHECRE00000026.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1438,IHECRE00000041.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1439,IHECRE00000108.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1440,IHECRE00000316.2,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1441,IHECRE00000321.2,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1442,IHECRE00003847.4,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1443,IHECRE00000176.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1444,IHECRE00000267.2,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1445,IHECRE00001413.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1446,IHECRE00001518.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1447,IHECRE00000014.2,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1448,IHECRE00000295.2,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1449,IHECRE00001378.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1450,IHECRE00001507.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1451,IHECRE00001501.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1452,IHECRE00001469.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1453,IHECRE00001508.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1454,IHECRE00000252.2,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1455,IHECRE00003844.4,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1456,IHECRE00003824.4,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1457,IHECRE00003835.4,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1458,IHECRE00001275.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1459,IHECRE00001536.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1460,IHECRE00001542.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1461,IHECRE00003846.4,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1462,IHECRE00001244.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1463,IHECRE00003843.4,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1464,IHECRE00001246.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1465,IHECRE00001306.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1466,IHECRE00000031.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1467,IHECRE00000175.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1468,IHECRE00000249.2,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1469,IHECRE00000296.2,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1470,IHECRE00000311.2,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1471,IHECRE00000343.2,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Myeloid Leukemia
1472,IHECRE00000002.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1473,IHECRE00000011.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1474,IHECRE00000087.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1475,IHECRE00000132.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1476,IHECRE00000141.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1477,IHECRE00000181.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1478,IHECRE00000051.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1479,IHECRE00000073.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1480,IHECRE00000118.3,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1481,IHECRE00001477.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1482,IHECRE00001243.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1483,IHECRE00001319.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1484,IHECRE00001359.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1485,IHECRE00001431.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1486,IHECRE00001450.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1487,IHECRE00001516.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1488,IHECRE00001525.1,Cancer,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Acute Promyelocytic Leukemia
1489,IHECRE00000105.3,Healthy/None,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Megakaryocyte
1490,IHECRE00000172.3,Healthy/None,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Megakaryocyte
1491,IHECRE00000192.3,Healthy/None,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Megakaryocyte
1492,IHECRE00000130.3,Healthy/None,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Megakaryocyte
1493,IHECRE00000196.3,Healthy/None,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Megakaryocyte
1494,IHECRE00000257.2,Healthy/None,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Megakaryocyte
1495,IHECRE00001320.1,Healthy/None,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Megakaryocyte
1496,IHECRE00002771.2,Healthy/None,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Megakaryocyte
1497,IHECRE00002773.1,Healthy/None,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Megakaryocyte
1498,IHECRE00002774.1,Healthy/None,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Megakaryocyte
1499,IHECRE00001249.1,Healthy/None,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Monocyte
1500,IHECRE00001471.1,Healthy/None,myeloid cell,"143,81,121",myeloid cell,"143,81,121",Monocyte
1501,IHECRE00000158.3,Healthy/None,dendritic cell,"166,0,118",dendritic cell,"166,0,118",Dendritic Cell
1502,IHECRE00000255.2,Healthy/None,dendritic cell,"166,0,118",dendritic cell,"166,0,118",Dendritic Cell
1503,IHECRE00001558.1,Healthy/None,dendritic cell,"166,0,118",dendritic cell,"166,0,118",Dendritic Cell
1504,IHECRE00001387.1,Healthy/None,dendritic cell,"166,0,118",dendritic cell,"166,0,118",Dendritic Cell - Immature
1505,IHECRE00001457.1,Healthy/None,dendritic cell,"166,0,118",dendritic cell,"166,0,118",Dendritic Cell - Immature
1506,IHECRE00001548.1,Healthy/None,dendritic cell,"166,0,118",dendritic cell,"166,0,118",Dendritic Cell - Immature
1507,IHECRE00001490.1,Healthy/None,dendritic cell,"166,0,118",dendritic cell,"166,0,118",Dendritic Cell - Mature
1508,IHECRE00001439.1,Healthy/None,dendritic cell,"166,0,118",dendritic cell,"166,0,118",Dendritic Cell - Mature
1509,IHECRE00001546.1,Healthy/None,dendritic cell,"166,0,118",dendritic cell,"166,0,118",Dendritic Cell - Mature
1510,IHECRE00000765.1,Disease,eosinophil,"198,57,171",eosinophil,"198,57,171",Eosinophil
1511,IHECRE00000114.3,Healthy/None,eosinophil,"198,57,171",eosinophil,"198,57,171",Eosinophil
1512,IHECRE00001311.1,Healthy/None,eosinophil,"198,57,171",eosinophil,"198,57,171",Eosinophil
1513,IHECRE00000639.1,Healthy/None,eosinophil,"198,57,171",eosinophil,"198,57,171",Eosinophil
1514,IHECRE00000070.3,Healthy/None,eosinophil,"198,57,171",eosinophil,"198,57,171",Eosinophil
1515,IHECRE00000697.1,Healthy/None,eosinophil,"198,57,171",eosinophil,"198,57,171",Eosinophil
1516,IHECRE00000092.3,Healthy/None,erythroid lineage cell,"229,97,214",erythroid lineage cell,"229,97,214",Erythrocyte
1517,IHECRE00000193.3,Healthy/None,erythroid lineage cell,"229,97,214",erythroid lineage cell,"229,97,214",Erythrocyte
1518,IHECRE00000032.3,Healthy/None,erythroid lineage cell,"229,97,214",erythroid lineage cell,"229,97,214",Erythrocyte
1519,IHECRE00000046.3,Healthy/None,erythroid lineage cell,"229,97,214",erythroid lineage cell,"229,97,214",Erythrocyte
1520,IHECRE00000110.3,Healthy/None,erythroid lineage cell,"229,97,214",erythroid lineage cell,"229,97,214",Erythrocyte
1521,IHECRE00000112.3,Healthy/None,erythroid lineage cell,"229,97,214",erythroid lineage cell,"229,97,214",Erythrocyte
1522,IHECRE00000144.3,Healthy/None,erythroid lineage cell,"229,97,214",erythroid lineage cell,"229,97,214",Erythrocyte
1523,IHECRE00001331.1,Healthy/None,erythroid lineage cell,"229,97,214",erythroid lineage cell,"229,97,214",Immature Erythrocyte
1524,IHECRE00001440.1,Healthy/None,erythroid lineage cell,"229,97,214",erythroid lineage cell,"229,97,214",Immature Erythrocyte
1525,IHECRE00001326.1,Cancer,mononuclear cell,"139,49,168",peripheral blood mononuclear cell,"150,69,193",Acute Myeloid Leukemia
1526,IHECRE00000263.2,Cancer,mononuclear cell,"139,49,168",peripheral blood mononuclear cell,"150,69,193",Acute Myeloid Leukemia
1527,IHECRE00001024.7,Healthy/None,mononuclear cell,"139,49,168",peripheral blood mononuclear cell,"150,69,193",Mononuclear Cell
1528,IHECRE00004690.5,Healthy/None,mononuclear cell,"139,49,168",peripheral blood mononuclear cell,"150,69,193",Mononuclear Cell
1529,IHECRE00004905.1,Healthy/None,mononuclear cell,"139,49,168",peripheral blood mononuclear cell,"150,69,193",Mononuclear Cell
1530,IHECRE00000277.2,Cancer,mononuclear cell,"139,49,168",mononuclear cell,"139,49,168",Acute Myeloid Leukemia
1531,IHECRE00000647.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1532,IHECRE00000667.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1533,IHECRE00000680.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1534,IHECRE00000685.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1535,IHECRE00000691.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1536,IHECRE00000703.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1537,IHECRE00000710.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1538,IHECRE00000768.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1539,IHECRE00000771.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1540,IHECRE00000806.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1541,IHECRE00000833.3,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1542,IHECRE00000845.3,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1543,IHECRE00000847.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1544,IHECRE00000849.3,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1545,IHECRE00000852.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1546,IHECRE00000859.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1547,IHECRE00000881.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1548,IHECRE00000900.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1549,IHECRE00000902.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1550,IHECRE00000908.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1551,IHECRE00000910.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1552,IHECRE00000919.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1553,IHECRE00001991.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1554,IHECRE00002022.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1555,IHECRE00000649.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1556,IHECRE00000651.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1557,IHECRE00000713.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1558,IHECRE00000744.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1559,IHECRE00000761.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1560,IHECRE00000830.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1561,IHECRE00000832.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1562,IHECRE00000840.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1563,IHECRE00002027.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1564,IHECRE00002035.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1565,IHECRE00002042.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1566,IHECRE00002054.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1567,IHECRE00000700.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1568,IHECRE00000739.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1569,IHECRE00000759.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1570,IHECRE00000862.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1571,IHECRE00000897.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1572,IHECRE00000901.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1573,IHECRE00000827.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1574,IHECRE00002017.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1575,IHECRE00002036.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1576,IHECRE00000742.1,Disease,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1577,IHECRE00000083.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1578,IHECRE00000155.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1579,IHECRE00002689.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1580,IHECRE00002567.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1581,IHECRE00000123.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1582,IHECRE00002205.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1583,IHECRE00002243.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1584,IHECRE00002281.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1585,IHECRE00002405.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1586,IHECRE00002476.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1587,IHECRE00002625.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1588,IHECRE00002177.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1589,IHECRE00002220.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1590,IHECRE00002294.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1591,IHECRE00002361.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1592,IHECRE00002604.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1593,IHECRE00002186.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1594,IHECRE00002304.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1595,IHECRE00002704.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1596,IHECRE00000028.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1597,IHECRE00001409.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1598,IHECRE00002209.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1599,IHECRE00002328.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1600,IHECRE00002362.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1601,IHECRE00002433.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1602,IHECRE00002459.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1603,IHECRE00002516.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1604,IHECRE00002559.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1605,IHECRE00000097.3,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1606,IHECRE00001300.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1607,IHECRE00001363.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1608,IHECRE00001381.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1609,IHECRE00001383.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1610,IHECRE00001438.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1611,IHECRE00001474.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
1612,IHECRE00001484.1,Healthy/None,monocyte,"162,90,219",monocyte,"162,90,219",Monocyte
